1911,-0.63,-6.92,5.44
2017,-0.78,-6.56,5.90
1947,-0.95,-6.71,5.79
2059,-0.81,-6.76,5.74
1990,-0.68,-6.64,5.92
2099,-0.55,-6.83,5.83
2015,-0.69,-6.53,5.94
2000,-0.85,-6.70,5.78
2064,-0.83,-6.81,5.73
2074,-0.86,-6.73,5.81
2007,-0.82,-6.77,5.77
2057,-0.75,-6.65,5.91
2009,-0.81,-6.72,5.82
1994,-0.84,-6.75,5.83
2063,-0.83,-6.68,5.80
2112,-0.89,-6.70,5.94
1968,-0.83,-6.66,5.85
2009,-0.76,-6.62,5.90
1973,-0.77,-6.67,5.90
2001,-0.52,-6.63,5.97
2019,-0.74,-6.58,5.94
1990,-0.94,-6.17,6.24
2130,-0.39,-5.98,6.32
2107,-0.49,-6.20,6.40
2000,-0.39,-6.53,6.13
1945,-0.98,-6.15,6.17
2030,-0.67,-6.38,6.13
1962,-0.75,-6.30,6.39
2011,-0.50,-6.29,6.29
1998,-0.61,-6.44,6.11
1942,-0.59,-6.93,5.49
2241,-0.24,-9.11,1.50
2015,-0.73,-10.02,0.76
2022,-0.98,-9.52,1.21
2039,-1.15,-9.97,1.63
2060,-2.10,-9.48,0.61
1990,-1.27,-9.16,1.94
2084,-1.18,-9.45,1.75
2022,-1.66,-9.56,0.37
1995,-1.46,-9.01,1.58
1968,-2.39,-11.45,0.69
2090,-1.08,-9.85,0.94
1994,-0.23,-9.46,1.35
2019,-0.97,-9.44,2.39
1953,-0.42,-9.33,1.63
2039,-0.34,-9.66,1.64
2033,-1.22,-9.61,1.02
2077,-1.24,-10.09,1.73
1958,-0.79,-8.69,1.12
1958,-0.58,-10.23,0.98
2017,1.01,-9.69,1.37
1989,0.32,-9.90,0.75
2039,-0.14,-9.29,0.79
1999,0.15,-9.74,0.75
2015,1.02,-9.40,1.64
2006,0.05,-9.60,3.02
2064,1.20,-9.70,2.11
2064,0.65,-9.57,1.90
1998,-1.86,-9.11,0.85
1997,0.18,-9.94,0.38
