,-3.35,-9.12,-0.60
,-3.34,-9.05,-0.51
,-3.26,-9.00,-0.58
,-3.13,-9.39,-0.68
,-3.03,-9.25,-0.72
,-3.05,-9.26,-0.73
,-3.07,-9.20,-0.72
,-3.14,-9.17,-0.65
,-3.05,-9.19,-0.63
,-3.09,-9.24,-0.66
,-3.08,-9.36,-0.69
,-3.06,-9.23,-0.66
,-3.06,-9.20,-0.63
,-3.05,-9.20,-0.68
,-3.03,-9.16,-0.72
,-3.05,-9.22,-0.71
,-3.11,-9.05,-0.60
,-3.07,-9.23,-0.68
,-3.07,-9.21,-0.63
,-3.01,-9.32,-0.68
,-3.05,-9.24,-0.70
,-3.00,-9.13,-0.59
,-3.68,-9.26,-0.19
,-3.29,-9.24,-0.37
,-3.47,-9.23,-0.36
,-3.00,-9.13,-0.64
,-3.08,-9.03,-0.55
,-3.07,-9.10,-0.63
,-3.18,-9.07,-0.54
,-3.53,-9.32,-0.49
,-6.88,-6.34,-0.10
,-6.97,-6.62,0.05
,-5.17,-8.09,-0.61
,-5.75,-7.74,-1.27
,-5.09,-8.32,3.27
,-6.02,-7.58,-0.73
,-4.50,-7.60,-1.72
,-6.59,-6.86,-1.48
,-7.52,-6.39,0.08
,-6.51,-6.79,-0.46
,-5.47,-7.64,-1.48
,-5.82,-5.32,-0.18
,-8.60,-6.74,0.00
,-8.54,-7.52,1.20
,-7.35,-7.09,0.37
,-6.54,-6.58,-0.73
,-5.34,-7.82,-1.41
,-7.50,-6.32,0.14
,-6.42,-7.12,-1.22
,-5.97,-5.57,0.77
,-7.60,-6.09,-0.24
,-7.20,-6.26,-1.45
,-6.04,-7.41,-1.44
,-6.10,-8.05,1.21
,-6.99,-8.47,-0.59
,-7.12,-6.90,-3.67
,-8.01,-5.50,-0.56
,-6.89,-6.02,0.32
,-5.87,-7.56,-1.15
,-6.20,-7.23,-0.61
,-6.58,-6.92,0.74
,-5.97,-7.42,-0.59
,-5.88,-7.50,-0.53
,-5.88,-7.49,-0.54
,-5.88,-7.51,-0.48
,-6.17,-7.24,-0.30
,-6.55,-6.89,-0.38
,-6.18,-7.21,-0.66
,-6.28,-7.14,-1.03
,-7.17,-6.32,-1.29
,-5.65,-6.39,-0.25
,-7.22,-6.98,-1.72
,-9.85,-6.85,-2.69
,-5.99,-7.26,-1.01
,-6.30,-7.18,-0.40
,-6.17,-7.22,-0.49
,-6.37,-7.06,-0.23
,-6.32,-6.91,-0.11
,-6.68,-6.78,0.05
,-6.46,-6.89,-0.30
,-6.25,-7.19,-0.67
,-6.42,-7.07,-0.19
,-6.34,-7.07,-0.35
,-6.37,-7.03,-0.35
,-6.37,-7.02,-0.40
,-6.55,-6.88,-0.30
,-6.43,-6.87,-0.23
,-6.46,-6.93,0.01
,-6.70,-6.72,0.08
,-6.65,-6.74,-0.06
,-6.68,-6.77,-0.59
,-5.35,-7.78,0.38
,-6.41,-4.88,-0.00
,-7.67,-6.15,-0.01
,-7.29,-6.30,-0.95
,-6.19,-7.12,-1.47
,-6.90,-5.00,0.57
,-8.30,-6.22,-0.62
,-6.62,-6.69,-1.06
,-6.19,-6.95,-1.23
,-6.63,-6.91,-0.85
,-5.66,-12.80,-0.76
,-7.16,-5.60,3.36
,-6.43,-6.77,-1.23
,-6.32,-7.12,-0.91
,-6.34,-7.10,-0.71
,-6.31,-7.07,-1.02
,-6.56,-6.81,-0.92
,-8.38,-5.72,-1.41
,-6.90,-6.73,-1.86
,-7.52,-5.92,0.86
,-6.93,-6.24,1.99
,-6.76,-6.91,-1.15
,-7.43,-6.37,0.33
,-5.91,-7.38,0.08
,-8.56,-5.32,0.06
,-7.13,-6.30,-0.74
,-6.44,-7.49,-1.72
,-7.90,-5.61,1.37
,-6.52,-6.85,-1.31
,-6.71,-6.92,-1.63
,-7.11,-7.83,-0.79
,-6.27,-6.80,-0.22
,-5.67,-7.31,-0.39
,-7.60,-6.30,-1.14
,-6.52,-6.56,0.30
,-6.39,-7.64,-1.64
,-6.87,-6.56,0.63
,-6.12,-7.52,-1.23
,-6.20,-7.93,1.73
,-6.73,-6.67,-0.91
,-6.97,-6.68,-0.44
,-6.79,-6.69,0.04
,-6.62,-6.87,-0.11
,-6.71,-6.70,-0.11
,-6.79,-6.62,-0.07
,-6.86,-6.55,-0.05
,-7.69,-6.39,1.36
,-6.87,-6.44,-0.62
,-6.67,-6.54,-1.24
,-6.57,-6.76,-0.80
,-7.43,-6.77,1.52
,-7.83,-5.18,0.52
,-6.51,-6.88,-0.75
,-2.61,-9.44,0.11
,-5.34,-7.83,-0.64
,-5.65,-7.70,-0.57
,-5.53,-7.75,-0.74
,-5.36,-7.89,-1.06
,-4.96,-8.09,-1.51
,-5.30,-7.88,-1.39
,-5.35,-7.79,-1.32
,-5.46,-7.80,-1.29
,-5.52,-7.74,-1.43
,-5.56,-7.71,-1.43
,-6.00,-7.41,-1.10
,-5.69,-7.57,-1.03
,-6.19,-7.41,-0.86
,-5.90,-7.45,-1.20
,-6.15,-7.24,-0.97
,-5.73,-7.54,-1.29
,-5.62,-7.72,-1.25
,-5.57,-7.74,-1.30
,-6.01,-7.44,-1.24
,-5.89,-7.48,-0.93
,-5.58,-7.63,-1.05
,-5.82,-7.52,-0.97
,-6.35,-7.01,1.01
,-5.82,-7.48,1.21
,-5.94,-7.35,0.59
,-5.48,-7.85,0.24
,-5.49,-7.85,0.32
,-5.49,-7.80,0.39
,-5.37,-7.87,0.44
,-4.93,-8.16,0.18
,-5.59,-7.72,-0.54
,-5.63,-7.80,-0.58
,-5.38,-7.79,-0.58
,-5.94,-7.52,-0.46
,-4.24,-8.77,-1.41
,-7.37,-8.14,1.59
,-5.41,-7.88,-0.68
,-6.74,-7.35,-0.23
,-6.04,-4.57,-0.92
,-5.62,-7.69,-0.77
,-5.78,-7.67,-0.45
,-5.25,-8.06,-0.82
,-4.13,-10.42,1.18
,-4.44,-8.31,-0.96
,-5.84,-7.82,0.85
,-5.54,-7.75,0.72
,-5.38,-7.92,-0.08
,-7.58,-5.44,1.57
,-5.35,-6.94,0.55
,-6.19,-7.38,2.30
,-6.56,-7.01,0.48
,-5.89,-7.37,0.12
,-6.32,-6.68,2.28
,-6.31,-6.95,1.92
,-6.82,-7.54,1.12
,-5.71,-7.40,0.13
,-5.96,-7.28,1.27
,-6.11,-7.08,1.30
,-6.21,-7.12,0.87
