165,-1.91,-5.49,7.93
98,-1.98,-5.43,7.67
1,-2.19,-5.90,7.44
37,-1.99,-5.62,7.61
1535,-2.21,-5.90,7.44
0,-2.03,-5.92,7.39
0,-1.90,-5.90,7.47
81,-2.02,-5.72,7.55
0,-1.89,-5.66,7.74
167,-2.10,-5.77,7.52
247,-2.03,-5.67,7.56
29,-1.91,-5.65,7.64
0,-1.98,-5.75,7.61
139,-1.95,-5.65,7.60
226,-1.91,-5.62,7.65
126,-1.86,-5.51,7.58
0,-1.75,-5.66,7.26
298,-1.83,-5.70,7.60
0,-2.14,-5.85,7.46
0,-2.04,-5.83,7.52
0,-1.96,-5.88,7.58
0,-2.13,-5.89,7.47
91,-1.82,-6.63,7.02
16,-1.94,-6.49,7.07
164,-1.16,-5.71,7.53
0,-1.84,-6.25,7.13
84,-1.73,-6.05,7.43
60,-1.94,-6.09,7.22
304,-1.91,-6.00,7.40
67,-1.85,-5.77,7.50
0,-2.72,-2.90,8.37
65,-3.73,0.74,9.02
0,-3.23,-1.19,9.67
280,-2.23,-2.50,9.12
0,-2.80,-3.38,9.14
0,-1.88,-3.19,9.33
428,-2.80,-3.85,8.53
282,-2.54,-4.77,7.99
0,-4.26,-5.03,7.42
117,-2.55,-4.97,7.95
134,-2.66,-4.51,7.66
90,-2.44,-2.61,8.94
511,-3.27,-4.62,7.66
662,-2.29,-4.36,8.98
511,-2.40,-4.75,7.91
18,-3.28,-5.46,7.30
457,-1.42,-3.93,8.54
365,-2.31,-3.59,8.26
608,-2.89,-3.57,7.49
126,-1.72,-2.65,8.94
0,-2.88,-4.10,8.31
112,-3.29,-4.48,8.47
91,-2.38,-4.36,7.38
400,-2.72,-3.11,8.28
758,-2.92,-5.83,7.68
275,-0.90,-2.37,8.53
0,-4.22,-3.97,7.70
0,-3.39,-5.37,7.29
0,-3.10,-3.54,8.66
545,-3.64,-3.48,8.06
743,-3.28,-3.35,8.62
307,-3.77,-2.45,8.91
727,-3.21,-3.16,8.56
277,-3.05,-3.17,8.64
288,-3.04,-3.72,8.41
80,-3.12,-4.31,7.98
708,-2.98,-3.64,8.48
323,-3.78,-4.24,8.18
267,-3.21,-4.62,8.15
446,-3.16,-4.06,8.20
0,-2.94,-2.57,8.92
631,-1.43,-4.58,9.63
447,-1.56,-3.69,7.76
714,-3.88,-3.53,9.69
307,-2.55,-2.19,9.32
244,-2.62,-2.24,9.07
577,-2.45,-2.66,9.00
351,-2.58,-2.89,8.60
223,-2.39,-2.96,8.88
880,-2.35,-3.11,8.83
643,-2.98,-2.19,8.67
800,-2.25,-2.77,8.79
672,-3.32,-3.85,8.35
361,-2.57,-3.14,8.66
321,-3.40,-3.40,7.76
1217,-2.83,-2.64,8.89
477,-2.44,-1.98,10.22
589,-1.37,-1.82,9.13
368,-2.77,-0.04,9.57
191,-4.61,-0.09,8.44
577,-3.19,-3.32,8.00
1057,-3.62,-2.82,8.52
13,-2.33,-3.02,9.53
293,-3.46,-1.25,8.32
336,-3.31,-3.01,8.26
255,-2.42,-4.33,7.88
215,-2.15,-2.66,9.14
416,-3.08,-4.18,8.23
464,-4.94,-3.10,7.98
176,-2.49,-2.80,9.50
788,-2.71,-3.74,7.36
943,-2.46,-2.47,8.49
511,-4.20,-4.36,9.34
560,-3.07,-3.70,8.43
336,-3.86,-6.39,6.28
218,-3.12,-2.91,8.65
355,-2.97,-0.90,9.07
414,-3.38,-1.58,8.89
208,-3.51,-2.47,8.57
378,-0.73,-0.11,10.18
0,-2.53,-1.87,9.32
1168,-0.79,-1.45,9.65
352,-2.64,-2.20,8.78
1120,-5.13,-2.49,7.89
954,-1.23,-2.46,9.75
30,-3.79,-3.83,8.71
149,-3.11,-2.76,7.71
1381,-2.05,-2.55,8.98
68,-2.38,-5.02,8.34
566,-3.85,-2.12,9.56
1050,-2.43,-1.85,10.01
289,-3.95,-2.76,9.97
226,-2.87,-2.85,8.16
294,-3.88,-2.89,8.10
1198,-5.05,-3.32,7.82
237,-4.48,-3.62,8.00
240,-3.14,-4.42,7.56
435,-3.29,-2.73,9.53
823,-2.45,-0.79,9.82
124,-4.41,-2.34,8.21
639,-2.65,-2.49,9.05
0,-3.42,-2.27,8.70
281,-3.58,-2.11,8.30
981,-3.48,-3.17,9.22
1401,-3.50,-3.19,8.64
563,-3.32,-3.36,8.30
800,-3.14,-3.39,8.52
1331,-3.08,-2.81,8.37
494,-1.04,-2.09,9.30
235,-3.56,-2.87,8.25
331,-5.17,-3.61,6.53
1324,-3.11,-3.99,7.31
357,-2.50,-3.01,7.49
246,-3.61,-2.71,7.99
443,-3.69,-2.36,8.71
208,-3.21,-2.55,8.58
273,-3.37,-2.77,8.45
354,-3.51,-3.02,8.27
407,-3.35,-3.27,8.39
1166,-3.38,-2.77,8.66
