,-0.41,1.31,-10.09
,-0.37,1.33,-10.07
,-0.54,1.50,-10.09
,-0.59,1.58,-10.03
,-0.58,1.25,-10.10
,-0.46,1.65,-10.06
,-0.50,1.80,-10.16
,-0.29,1.19,-10.10
,-0.47,1.06,-10.17
,-0.43,0.94,-10.05
,-0.46,1.05,-10.16
,-0.43,1.14,-10.11
,-0.47,1.22,-10.18
,-0.47,1.16,-10.13
,-0.39,1.28,-10.23
,-0.57,1.27,-10.05
,-0.28,1.37,-10.03
,-0.45,1.57,-10.08
,-0.65,1.42,-10.23
,-0.54,1.67,-10.11
,-0.43,1.41,-10.22
,-0.86,1.53,-10.32
,-1.39,1.36,-9.90
,-1.07,1.56,-10.13
,-0.80,1.19,-10.17
,-0.38,1.21,-10.11
,-0.69,1.39,-10.12
,-0.66,0.96,-10.01
,-0.60,0.83,-10.15
,-1.06,0.87,-10.31
,2.39,-2.76,-9.75
,2.58,-3.47,-9.34
,0.69,-1.40,-10.20
,-0.33,0.11,-10.46
,2.13,-0.39,-10.17
,0.22,-0.90,-10.13
,-0.56,0.05,-10.03
,2.03,1.49,-10.03
,1.53,1.00,-10.52
,1.31,0.47,-9.91
,-0.00,-0.13,-10.06
,1.39,-2.94,-9.56
,0.73,-0.10,-9.62
,1.82,0.50,-10.31
,1.58,0.45,-10.15
,1.15,-1.21,-10.35
,-0.16,-0.36,-10.03
,2.07,0.62,-10.54
,0.13,-0.19,-10.31
,2.22,0.35,-10.04
,2.19,-1.09,-10.15
,0.03,0.66,-9.84
,0.14,0.86,-9.89
,0.63,0.48,-10.27
,2.85,1.21,-10.90
,0.83,-0.34,-10.89
,2.57,-0.29,-9.97
,3.69,-0.10,-10.34
,2.11,-1.39,-10.21
,1.61,-1.18,-9.98
,2.76,-0.45,-10.12
,1.81,-0.85,-10.04
,1.98,-0.80,-10.05
,1.70,-0.84,-9.96
,0.78,-2.04,-10.10
,0.20,-2.11,-10.06
,0.49,-1.28,-10.26
,0.17,-1.30,-9.93
,-0.07,-1.22,-10.24
,-0.80,-0.59,-9.91
,1.86,-0.13,-10.29
,0.36,-1.48,-10.29
,1.00,-0.34,-9.33
,0.92,-1.36,-10.13
,-0.09,-2.16,-9.76
,0.58,-2.48,-9.90
,1.18,0.38,-9.98
,0.23,-0.35,-10.19
,0.35,-0.52,-10.20
,0.38,-0.85,-10.20
,0.98,-1.13,-10.17
,0.64,-1.53,-10.17
,0.99,-0.45,-10.05
,1.28,-0.65,-10.15
,0.24,-0.69,-10.09
,-1.73,-4.95,-9.02
,0.71,-1.95,-10.13
,1.47,-0.81,-10.25
,1.21,-0.37,-10.19
,0.93,-0.57,-10.18
,-0.57,-0.28,-9.83
,-0.12,-0.20,-9.74
,0.31,-0.65,-10.90
,1.47,-1.10,-10.09
,1.85,-1.93,-9.78
,0.08,0.28,-9.80
,1.47,-0.24,-10.64
,2.16,-2.48,-10.63
,-0.28,-0.84,-10.00
,-0.04,-0.68,-10.43
,0.06,-0.93,-10.15
,1.25,-1.46,-11.59
,2.07,-0.61,-10.05
,-0.49,-0.58,-9.53
,1.47,-2.30,-9.83
,1.45,-1.74,-9.70
,2.36,-2.67,-9.62
,1.96,-2.86,-9.72
,2.63,-2.50,-9.56
,0.16,-2.36,-9.71
,1.99,-2.74,-10.20
,2.44,-1.55,-9.88
,0.40,-2.31,-10.12
,-0.04,-1.38,-10.71
,-0.32,-0.65,-10.00
,1.96,-0.88,-10.04
,0.28,-0.57,-9.86
,0.36,-0.50,-9.80
,3.02,-0.48,-9.88
,0.80,-0.40,-10.81
,0.16,-0.74,-9.99
,0.10,-0.51,-10.19
,0.10,0.20,-10.09
,1.37,-0.48,-9.78
,0.64,-2.07,-9.95
,1.67,0.33,-9.60
,0.48,-2.55,-9.92
,0.08,-0.27,-10.11
,-0.05,-3.81,-9.50
,1.58,-1.86,-10.35
,0.45,-1.49,-10.18
,1.37,-5.40,-8.56
,0.46,-1.86,-9.44
,1.06,-0.55,-9.99
,1.29,-0.54,-10.17
,1.29,-0.44,-10.14
,1.29,-0.42,-10.18
,2.09,0.50,-10.20
,1.88,-1.36,-9.94
,0.51,-0.98,-10.83
,0.04,-0.85,-10.08
,1.63,-3.53,-9.75
,2.27,-1.67,-10.17
,0.92,-2.58,-9.85
,1.06,-2.53,-9.68
,1.32,-1.28,-10.03
,0.89,-1.55,-10.15
,0.82,-1.07,-10.10
,0.43,-3.29,-9.72
