,-2.29,9.16,3.18
,-2.10,9.09,3.42
,-2.01,8.98,3.31
,-2.12,9.16,3.42
,-2.00,9.08,3.37
,-2.01,9.06,3.44
,-1.91,9.08,3.44
,-1.98,9.01,3.52
,-2.00,9.05,3.54
,-1.99,9.03,3.51
,-1.99,9.02,3.51
,-1.98,9.06,3.49
,-1.92,9.03,3.51
,-1.97,9.06,3.49
,-2.00,9.08,3.56
,-2.00,9.11,3.46
,-2.02,9.22,3.54
,-2.08,9.06,3.37
,-1.95,8.94,3.46
,-2.08,8.98,3.47
,-1.92,9.05,3.51
,-2.10,8.97,3.36
,-2.67,8.96,3.27
,-1.96,9.14,3.80
,-1.96,8.86,3.80
,-2.20,8.69,3.37
,-2.27,9.02,3.51
,-2.30,8.84,3.55
,-2.78,8.94,3.32
,-2.83,8.69,4.23
,-6.98,6.94,0.33
,-6.98,6.68,0.19
,-5.04,7.95,2.67
,-5.57,8.62,1.35
,-3.20,8.68,2.49
,-7.36,8.02,-1.67
,-6.16,7.03,3.74
,-6.19,6.59,1.95
,-4.63,8.58,1.06
,-4.92,8.77,2.36
,-7.41,6.26,0.89
,-4.77,8.37,1.28
,-3.51,9.09,1.72
,-3.93,8.78,1.51
,-5.76,6.85,0.97
,-4.66,8.00,3.41
,-5.23,7.33,3.16
,-4.17,8.83,1.18
,-7.26,7.22,0.31
,-4.49,8.41,1.21
,-5.74,8.33,2.72
,-5.48,7.36,1.02
,-5.63,7.62,3.11
,-3.43,8.74,2.01
,-5.31,7.95,2.86
,-4.65,9.09,1.38
,-4.34,8.39,3.11
,-3.58,8.70,4.92
,-5.88,8.52,2.73
,-4.15,8.54,2.23
,-4.48,8.46,1.55
,-5.26,7.94,1.84
,-4.78,8.21,2.26
,-4.76,8.21,2.22
,-4.68,8.27,2.20
,-5.10,8.05,1.65
,-5.56,7.92,1.68
,-5.09,8.00,2.31
,-5.10,7.86,2.45
,-7.43,7.02,1.27
,-4.87,8.32,0.87
,-5.60,6.63,0.89
,-5.90,8.30,0.54
,-4.46,8.16,3.27
,-4.91,8.16,2.10
,-4.77,8.20,2.39
,-4.95,8.25,1.95
,-4.90,8.13,1.92
,-5.13,8.07,1.82
,-5.11,8.07,1.93
,-5.05,8.20,1.69
,-4.63,8.29,2.24
,-4.84,8.15,2.19
,-5.13,8.06,2.07
,-4.86,8.20,2.15
,-5.20,7.97,2.01
,-5.05,8.12,1.99
,-5.14,8.10,1.71
,-5.34,7.90,1.77
,-5.29,7.94,1.73
,-4.84,8.00,2.18
,-6.60,8.63,1.69
,-5.88,7.96,1.16
,-3.80,8.90,1.95
,-5.99,5.83,0.99
,-5.73,6.87,2.21
,-4.61,8.42,1.85
,-6.00,6.29,1.45
,-8.36,4.81,2.13
,-5.33,8.01,2.29
,-6.56,5.55,2.74
,-4.94,7.97,2.39
,-4.06,8.47,2.58
,-5.19,7.69,3.39
,6.12,4.66,6.93
,-2.89,8.58,1.48
,-3.13,8.88,2.99
,-3.68,8.51,3.32
,-5.71,7.64,2.40
,-3.73,9.15,3.99
,-6.76,6.79,1.48
,-5.01,8.55,1.16
,-3.84,9.47,4.10
,-5.90,7.64,1.95
,-3.96,7.35,2.84
,-3.59,9.00,1.78
,-7.21,7.70,1.71
,-5.20,7.95,2.46
,-3.45,8.81,1.50
,-5.49,8.05,4.38
,-8.26,7.76,1.53
,-4.72,8.47,1.58
,-4.43,8.48,1.79
,-3.87,7.58,2.57
,-4.71,6.20,1.60
,-2.46,8.87,2.72
,-4.00,8.52,1.85
,-4.30,8.24,1.13
,-4.15,8.57,1.54
,-4.52,8.40,1.68
,-5.05,7.92,2.87
,-7.21,6.36,1.32
,-5.29,7.96,2.14
,-4.87,8.09,2.17
,-5.21,7.94,2.33
,-5.36,7.81,2.31
,-5.42,7.81,2.24
,-5.70,7.34,2.14
,-7.64,7.12,1.23
,-5.56,6.11,3.45
,-6.52,7.92,1.73
,-2.91,8.46,5.39
,-5.23,7.80,4.06
,-4.29,8.45,1.89
,-4.69,8.14,2.69
,-5.03,7.95,2.64
,-5.31,7.76,2.56
,-5.31,7.70,2.80
,-4.19,6.77,3.01
,-2.30,9.10,3.05
,-2.50,9.08,2.77
,-0.28,8.77,2.89
,-2.01,9.19,3.03
,-1.81,9.08,3.54
,-1.97,9.07,3.38
,-2.88,8.92,3.06
,-3.05,8.83,3.00
,-3.51,8.85,2.73
,-2.93,8.96,2.98
,-3.61,8.66,2.94
,-3.10,8.82,2.83
,-3.19,8.95,2.74
,-2.85,9.02,2.73
,-3.16,8.83,3.00
,-3.23,8.88,2.77
,-2.57,9.00,2.76
,-3.16,8.92,2.96
,-3.70,8.86,1.60
,-4.71,8.64,0.65
,-4.82,8.27,1.78
,-4.84,8.28,1.98
,-4.51,8.40,1.94
,-4.55,8.37,1.95
,-4.43,8.48,1.90
,-4.75,8.37,1.75
,-5.08,7.96,2.58
,-5.11,7.92,2.58
,-4.99,7.87,2.69
,-5.67,8.14,1.25
,-4.98,8.50,0.40
,-4.52,8.66,0.92
,-7.86,7.62,-0.16
,-4.31,12.29,3.18
,-3.81,8.58,1.24
,-6.30,7.32,2.43
,-5.49,7.15,1.64
,-9.05,6.24,-1.06
,-4.13,8.59,1.13
,-5.81,8.08,0.58
,-4.60,8.32,2.14
,-5.75,7.95,0.84
,-5.54,7.83,1.87
,-6.03,6.73,1.54
,-4.41,8.42,1.48
,-4.04,8.51,2.23
,-6.14,7.19,2.33
,-5.33,7.94,2.73
,-4.49,8.48,2.12
,-5.10,8.39,1.09
,-5.18,8.28,1.66
,-6.69,7.01,2.10
,-5.22,7.75,2.89
,-5.30,7.53,2.24
,-4.60,7.82,3.32
,-5.70,7.86,2.46
,-4.97,7.92,3.22
,-5.26,7.78,2.65
,-5.30,7.75,2.89
,-5.30,7.74,2.79
,-5.09,7.91,2.78
,-5.31,7.40,3.59
,-5.03,7.55,3.48
,-6.59,7.67,2.16
,-5.31,7.03,1.41
,-5.09,8.22,1.04
,-5.77,7.94,1.46
,-6.30,7.76,2.43
,-6.50,6.74,2.70
,-7.06,6.76,3.33
,-5.11,8.00,2.10
,-5.62,7.68,3.51
,-5.57,7.38,3.32
,-5.20,7.71,3.01
,-5.36,7.66,3.01
,-3.59,8.44,3.35
,-4.48,8.03,3.13
,-4.01,8.40,3.35
,-3.17,8.66,3.26
,-5.32,7.72,2.95
,-5.28,7.71,2.90
,-5.43,7.59,2.83
,-4.95,7.78,3.17
,-4.90,7.82,3.22
,-4.94,8.00,2.97
,-4.59,7.96,2.97
,-4.68,8.20,2.53
,-4.79,7.89,3.06
,-5.36,7.77,2.79
,-4.69,8.07,3.14
,-3.93,8.34,3.52
,-3.76,8.50,3.47
,-4.64,7.94,3.20
,-4.49,8.03,3.24
,-4.19,8.28,3.18
,-2.76,8.64,3.39
,-3.58,8.46,3.53
,-4.60,8.09,2.95
,-5.55,7.63,2.69
,-5.41,7.62,2.79
,-5.62,7.52,2.79
,-5.26,7.67,2.88
,-5.69,7.58,2.63
,-5.56,7.58,2.77
,-5.37,7.68,2.78
,-5.20,7.70,2.90
,-5.32,7.75,2.77
,-5.29,7.69,2.91
,-5.28,7.65,2.92
,-5.54,7.55,2.82
,-6.91,6.70,1.73
,-8.32,4.71,1.57
,-8.79,3.85,0.76
,-9.16,2.92,1.18
,-4.44,7.65,3.24
,-5.17,7.62,3.28
,-5.68,7.35,3.16
,-8.25,5.24,1.73
,-8.96,3.79,1.05
,-7.68,6.11,1.26
,-5.44,7.48,3.28
,-6.64,6.86,2.91
,-6.38,6.74,2.73
,-7.30,6.10,1.91
,-7.57,5.71,1.80
,-8.09,5.13,1.58
,-8.15,4.81,1.51
,-8.75,3.51,1.15
,-9.44,3.09,1.63
,-8.44,3.05,1.10
,-7.80,5.09,2.06
,-6.89,6.35,2.39
,-4.98,7.80,3.39
,-5.34,7.57,3.32
,-5.13,8.12,1.70
,-5.15,7.95,2.52
,-5.18,7.87,2.39
,-5.24,7.87,2.36
,-6.03,7.52,2.36
,-5.62,7.64,2.29
,-5.55,7.60,2.56
,-4.99,7.88,2.83
,-5.53,7.65,2.47
,-5.54,7.62,2.46
,-5.60,7.68,2.31
,-5.46,7.71,2.44
,-5.31,7.77,2.63
,-5.41,7.71,2.79
,-5.23,7.81,2.57
,-5.13,7.88,2.76
,-5.22,7.89,2.56
,-5.26,7.85,2.54
,-5.34,7.73,2.63
,-5.41,7.62,2.69
,-5.50,7.62,2.64
,-5.32,7.72,2.66
,-5.53,7.64,2.62
,-4.88,7.96,2.92
,9.82,1.13,1.91
,9.83,1.10,1.90
,9.82,1.08,1.90
